RELATIVE_TIME_SEC,YIELD,DATE
3316,691.9638095238095,2020-05-23
3320,609.5882275132276,2020-05-23
3324,544.0528042328043,2020-05-23
3328,475.60555555555555,2020-05-23
3332,413.67703703703705,2020-05-23
3336,333.8158730158729,2020-05-23
3340,256.8819841269841,2020-05-23
3344,185.34013227513228,2020-05-23
3348,124.93113756613758,2020-05-23
3352,75.67592592592594,2020-05-23
3356,33.38034391534391,2020-05-23
3360,3.1684920634920637,2020-05-23
3364,0.0,2020-05-23
3368,0.0,2020-05-23
3372,0.0,2020-05-23
3376,0.0,2020-05-23
3380,0.0,2020-05-23
3384,0.0,2020-05-23
3388,0.0,2020-05-23
3392,0.0,2020-05-23
3396,0.0,2020-05-23
3400,0.0,2020-05-23
3404,0.0,2020-05-23
3408,0.0,2020-05-23
3412,0.0,2020-05-23
3416,0.0,2020-05-23
3420,0.0,2020-05-23
3424,0.0,2020-05-23
3428,0.0,2020-05-23
3432,0.0,2020-05-23
3436,0.0,2020-05-23
3440,0.0,2020-05-23
3444,0.0,2020-05-23
3448,0.0,2020-05-24
3452,0.0,2020-05-24
3456,0.0,2020-05-24
3460,0.0,2020-05-24
3464,0.0,2020-05-24
3468,0.0,2020-05-24
3472,0.0,2020-05-24
3476,0.0,2020-05-24
3480,0.0,2020-05-24
3484,0.0,2020-05-24
3488,0.0,2020-05-24
3492,0.0,2020-05-24
3496,0.0,2020-05-24
3500,0.0,2020-05-24
3504,0.0,2020-05-24
3508,0.0,2020-05-24
3512,0.0,2020-05-24
3516,0.0,2020-05-24
3520,0.0,2020-05-24
3524,0.0,2020-05-24
3528,0.0,2020-05-24
3532,0.0,2020-05-24
3536,0.0,2020-05-24
3540,0.0,2020-05-24
3544,14.014338624338626,2020-05-24
3548,46.26518518518518,2020-05-24
3552,92.20973544973543,2020-05-24
3556,143.60740740740744,2020-05-24
3560,194.22021164021166,2020-05-24
3564,254.06743386243386,2020-05-24
3568,332.9648148148148,2020-05-24
3572,422.032962962963,2020-05-24
3576,511.0979365079364,2020-05-24
3580,592.8314285714285,2020-05-24
3584,667.2872751322751,2020-05-24
3588,737.5203703703704,2020-05-24
3592,807.3859259259258,2020-05-24
3596,875.9674074074073,2020-05-24
3600,816.0018253968252,2020-05-24
3604,794.7563227513227,2020-05-24
3608,756.6800000000001,2020-05-24
3612,739.814074074074,2020-05-24
3616,635.8092592592593,2020-05-24
3620,656.1978571428571,2020-05-24
3624,709.3093386243386,2020-05-24
3628,568.7655555555555,2020-05-24
3632,546.7495238095238,2020-05-24
3636,552.9555555555555,2020-05-24
3640,554.0122222222221,2020-05-24
3644,601.9018518518518,2020-05-24
3648,607.9139417989417,2020-05-24
3652,601.2033333333333,2020-05-24
3656,614.4655555555556,2020-05-24
3660,645.8221428571428,2020-05-24
3664,658.1463227513227,2020-05-24
3668,674.4357936507936,2020-05-24
3672,691.9214814814815,2020-05-24
3676,707.664074074074,2020-05-24
3680,768.1846825396826,2020-05-24
3684,784.824656084656,2020-05-24
3688,895.9726455026454,2020-05-24
3692,834.3999999999999,2020-05-24
3696,772.4514814814817,2020-05-24
3700,702.8492328042328,2020-05-24
3704,634.1214814814816,2020-05-24
3708,561.9317724867724,2020-05-24
3712,488.51518518518515,2020-05-24
3716,403.9511904761905,2020-05-24
3720,309.81473544973545,2020-05-24
3724,235.1668518518518,2020-05-24
3728,171.4392063492063,2020-05-24
3732,116.52814814814818,2020-05-24
3736,70.22740740740741,2020-05-24
3740,37.48383597883598,2020-05-24
3744,13.55775132275132,2020-05-24
3748,0.0,2020-05-24
3752,0.0,2020-05-24
3756,0.0,2020-05-24
3760,0.0,2020-05-24
3764,0.0,2020-05-24
3768,0.0,2020-05-24
3772,0.0,2020-05-24
3776,0.0,2020-05-24
3780,0.0,2020-05-24
3784,0.0,2020-05-24
3788,0.0,2020-05-24
3792,0.0,2020-05-24
3796,0.0,2020-05-24
3800,0.0,2020-05-24
3804,0.0,2020-05-24
3808,0.0,2020-05-24
3812,0.0,2020-05-24
3816,0.0,2020-05-24
3820,0.0,2020-05-24
3824,0.0,2020-05-24
3828,0.0,2020-05-24
3832,0.0,2020-05-25
3836,0.0,2020-05-25
3840,0.0,2020-05-25
3844,0.0,2020-05-25
3848,0.0,2020-05-25
3852,0.0,2020-05-25
3856,0.0,2020-05-25
3860,0.0,2020-05-25
3864,0.0,2020-05-25
3868,0.0,2020-05-25
3872,0.0,2020-05-25
3876,0.0,2020-05-25
3880,0.0,2020-05-25
3884,0.0,2020-05-25
3888,0.0,2020-05-25
3892,0.0,2020-05-25
3896,0.0,2020-05-25
3900,0.0,2020-05-25
3904,0.0,2020-05-25
3908,0.0,2020-05-25
3912,0.0,2020-05-25
3916,0.0,2020-05-25
3920,0.0,2020-05-25
3924,0.0,2020-05-25
3928,16.182645502645503,2020-05-25
3932,52.60301587301587,2020-05-25
3936,112.27066137566138,2020-05-25
3940,145.76185185185184,2020-05-25
3944,196.63444444444445,2020-05-25
3948,263.7422222222222,2020-05-25
3952,336.1398148148148,2020-05-25
3956,418.5041005291005,2020-05-25
3960,482.15999999999997,2020-05-25
3964,558.812962962963,2020-05-25
3968,630.6755555555557,2020-05-25
3972,688.737328042328,2020-05-25
3976,783.2257936507935,2020-05-25
3980,848.5925925925926,2020-05-25
3984,882.2622222222221,2020-05-25
3988,871.782962962963,2020-05-25
3992,853.9260317460316,2020-05-25
3996,958.605767195767,2020-05-25
4000,984.9712433862436,2020-05-25
4004,992.0907407407407,2020-05-25
4008,1005.0974074074072,2020-05-25
4012,939.1936772486774,2020-05-25
4016,926.7496031746032,2020-05-25
4020,964.7387301587302,2020-05-25
4024,973.782962962963,2020-05-25
4028,981.8359259259261,2020-05-25
4032,976.4714814814813,2020-05-25
4036,974.1412698412698,2020-05-25
4040,956.5672751322751,2020-05-25
4044,963.0354761904764,2020-05-25
4048,979.6578306878305,2020-05-25
4052,989.0220105820107,2020-05-25
4056,968.0833333333334,2020-05-25
4060,1009.1453174603175,2020-05-25
4064,1007.4618518518517,2020-05-25
4068,950.2925925925925,2020-05-25
4072,903.6937830687831,2020-05-25
4076,843.8612433862434,2020-05-25
4080,778.2402645502644,2020-05-25
4084,712.7144444444443,2020-05-25
4088,683.6859259259259,2020-05-25
4092,628.6872486772488,2020-05-25
4096,314.5599470899471,2020-05-25
4100,376.59055555555557,2020-05-25
4104,285.15925925925933,2020-05-25
4108,119.92962962962962,2020-05-25
4112,47.64751322751323,2020-05-25
4116,25.15005291005291,2020-05-25
4120,13.448412698412698,2020-05-25
4124,0.7474074074074075,2020-05-25
4128,0.0,2020-05-25
4132,0.0,2020-05-25
4136,0.0,2020-05-25
4140,0.0,2020-05-25
4144,0.0,2020-05-25
4148,0.0,2020-05-25
4152,0.0,2020-05-25
4156,0.0,2020-05-25
4160,0.0,2020-05-25
4164,0.0,2020-05-25
4168,0.0,2020-05-25
4172,0.0,2020-05-25
4176,0.0,2020-05-25
4180,0.0,2020-05-25
4184,0.0,2020-05-25
4188,0.0,2020-05-25
4192,0.0,2020-05-25
4196,0.0,2020-05-25
4200,0.0,2020-05-25
4204,0.0,2020-05-25
4208,0.0,2020-05-25
4212,0.0,2020-05-25
4216,0.0,2020-05-26
4220,0.0,2020-05-26
4224,0.0,2020-05-26
4228,0.0,2020-05-26
4232,0.0,2020-05-26
4236,0.0,2020-05-26
4240,0.0,2020-05-26
4244,0.0,2020-05-26
4248,0.0,2020-05-26
4252,0.0,2020-05-26
4256,0.0,2020-05-26
4260,0.0,2020-05-26
4264,0.0,2020-05-26
4268,0.0,2020-05-26
4272,0.0,2020-05-26
4276,0.0,2020-05-26
4280,0.0,2020-05-26
4284,0.0,2020-05-26
4288,0.0,2020-05-26
4292,0.0,2020-05-26
4296,0.0,2020-05-26
4300,0.0,2020-05-26
4304,0.0,2020-05-26
4308,0.0,2020-05-26
4312,17.167037037037037,2020-05-26
4316,49.15973544973545,2020-05-26
4320,90.29637566137563,2020-05-26
4324,139.38502645502643,2020-05-26
4328,198.75920634920635,2020-05-26
4332,269.83259259259256,2020-05-26
4336,347.44444444444446,2020-05-26
4340,431.6507671957672,2020-05-26
4344,515.7232804232805,2020-05-26
4348,600.4253439153439,2020-05-26
4352,674.951111111111,2020-05-26
4356,753.2199999999998,2020-05-26
4360,828.4744973544972,2020-05-26
4364,890.6020105820105,2020-05-26
4368,944.4667195767197,2020-05-26
4372,902.2492592592594,2020-05-26
4376,880.2699999999999,2020-05-26
4380,906.7831746031746,2020-05-26
4384,946.5852645502645,2020-05-26
4388,1017.2055555555556,2020-05-26
4392,997.1764814814817,2020-05-26
4396,982.7851322751321,2020-05-26
4400,885.6855555555555,2020-05-26
4404,890.3547619047619,2020-05-26
4408,898.5374074074075,2020-05-26
4412,899.2261904761904,2020-05-26
4416,903.5353703703703,2020-05-26
4420,894.9116402116402,2020-05-26
4424,884.2322222222223,2020-05-26
4428,869.6792592592591,2020-05-26
4432,880.1910582010581,2020-05-26
4436,971.1960846560848,2020-05-26
4440,940.1189947089947,2020-05-26
4444,882.6825925925925,2020-05-26
4448,984.6818518518519,2020-05-26
4452,952.2196560846561,2020-05-26
4456,883.7804497354496,2020-05-26
4460,823.1659259259261,2020-05-26
4464,730.3737037037039,2020-05-26
4468,691.5915079365078,2020-05-26
4472,622.2966666666666,2020-05-26
4476,555.209603174603,2020-05-26
4480,509.46793650793643,2020-05-26
4484,429.75962962962956,2020-05-26
4488,206.34283068783066,2020-05-26
4492,158.16201058201057,2020-05-26
4496,126.65841269841273,2020-05-26
4500,73.68925925925925,2020-05-26
4504,43.24259259259259,2020-05-26
4508,34.966031746031746,2020-05-26
4512,22.59740740740741,2020-05-26
4516,1.279867724867725,2020-05-26
4520,0.0,2020-05-26
4524,0.0,2020-05-26
4528,0.0,2020-05-26
4532,0.0,2020-05-26
4536,0.0,2020-05-26
4540,0.0,2020-05-26
4544,0.0,2020-05-26
4548,0.0,2020-05-26
4552,0.0,2020-05-26
4556,0.0,2020-05-26
4560,0.0,2020-05-26
4564,0.0,2020-05-26
4568,0.0,2020-05-26
4572,0.0,2020-05-26
4576,0.0,2020-05-26
4580,0.0,2020-05-26
4584,0.0,2020-05-26
4588,0.0,2020-05-26
4592,0.0,2020-05-26
4596,0.0,2020-05-26
4600,0.0,2020-05-27
4604,0.0,2020-05-27
4608,0.0,2020-05-27
4612,0.0,2020-05-27
4616,0.0,2020-05-27
4620,0.0,2020-05-27
4624,0.0,2020-05-27
4628,0.0,2020-05-27
4632,0.0,2020-05-27
4636,0.0,2020-05-27
4640,0.0,2020-05-27
4644,0.0,2020-05-27
4648,0.0,2020-05-27
4652,0.0,2020-05-27
4656,0.0,2020-05-27
4660,0.0,2020-05-27
4664,0.0,2020-05-27
4668,0.0,2020-05-27
4672,0.0,2020-05-27
4676,0.0,2020-05-27
4680,0.0,2020-05-27
4684,0.0,2020-05-27
4688,0.0,2020-05-27
4692,0.0,2020-05-27
4696,14.082328042328042,2020-05-27
4700,39.26169312169312,2020-05-27
4704,77.06142857142856,2020-05-27
4708,120.89333333333333,2020-05-27
4712,174.41185185185182,2020-05-27
4716,232.04341269841274,2020-05-27
4720,307.49396825396826,2020-05-27
4724,387.35407407407416,2020-05-27
4728,471.15000000000003,2020-05-27
4732,544.7248148148149,2020-05-27
4736,624.6388888888889,2020-05-27
4740,694.8465343915343,2020-05-27
4744,763.2507407407406,2020-05-27
4748,785.8033333333333,2020-05-27
4752,690.3718518518518,2020-05-27
4756,607.6491005291006,2020-05-27
4760,590.5589682539683,2020-05-27
4764,602.9451851851851,2020-05-27
4768,612.0566666666666,2020-05-27
4772,577.4444444444445,2020-05-27
4776,569.305529100529,2020-05-27
4780,531.787037037037,2020-05-27
4784,538.81,2020-05-27
4788,540.1981481481482,2020-05-27
4792,545.7862698412698,2020-05-27
4796,552.995873015873,2020-05-27
4800,614.3640740740741,2020-05-27
4804,610.0344444444445,2020-05-27
4808,601.3333333333333,2020-05-27
4812,597.4233333333333,2020-05-27
4816,576.415582010582,2020-05-27
4820,623.7433333333333,2020-05-27
4824,663.8674867724867,2020-05-27
4828,644.7133333333333,2020-05-27
4832,699.0387830687829,2020-05-27
4836,741.8679487179486,2020-05-27
4840,700.7897089947088,2020-05-27
4844,822.2844708994711,2020-05-27
4848,787.3114814814816,2020-05-27
4852,712.1067460317462,2020-05-27
4856,639.6568518518518,2020-05-27
4860,548.2525396825396,2020-05-27
4864,484.11037037037033,2020-05-27
4868,402.9133333333333,2020-05-27
4872,326.3885185185185,2020-05-27
4876,256.7892328042328,2020-05-27
4880,185.9111111111111,2020-05-27
4884,134.5298677248677,2020-05-27
4888,93.48444444444442,2020-05-27
4892,57.63370370370371,2020-05-27
4896,23.61830687830688,2020-05-27
4900,0.9782275132275134,2020-05-27
4904,0.0,2020-05-27
4908,0.0,2020-05-27
4912,0.0,2020-05-27
4916,0.0,2020-05-27
4920,0.0,2020-05-27
4924,0.0,2020-05-27
4928,0.0,2020-05-27
4932,0.0,2020-05-27
4936,0.0,2020-05-27
4940,0.0,2020-05-27
4944,0.0,2020-05-27
4948,0.0,2020-05-27
4952,0.0,2020-05-27
4956,0.0,2020-05-27
4960,0.0,2020-05-27
4964,0.0,2020-05-27
4968,0.0,2020-05-27
4972,0.0,2020-05-27
4976,0.0,2020-05-27
4980,0.0,2020-05-27
4984,0.0,2020-05-28
4988,0.0,2020-05-28
4992,0.0,2020-05-28
4996,0.0,2020-05-28
5000,0.0,2020-05-28
5004,0.0,2020-05-28
5008,0.0,2020-05-28
5012,0.0,2020-05-28
5016,0.0,2020-05-28
5020,0.0,2020-05-28
5024,0.0,2020-05-28
5028,0.0,2020-05-28
5032,0.0,2020-05-28
5036,0.0,2020-05-28
5040,0.0,2020-05-28
5044,0.0,2020-05-28
5048,0.0,2020-05-28
5052,0.0,2020-05-28
5056,0.0,2020-05-28
5060,0.0,2020-05-28
5064,0.0,2020-05-28
5068,0.0,2020-05-28
5072,0.0,2020-05-28
5076,0.0,2020-05-28
5080,14.024973544973546,2020-05-28
5084,36.40603174603174,2020-05-28
5088,68.03333333333333,2020-05-28
5092,116.95973544973546,2020-05-28
5096,156.21666666666667,2020-05-28
5100,230.43444444444444,2020-05-28
5104,361.62788359788357,2020-05-28
5108,436.78701058201057,2020-05-28
5112,504.7485185185185,2020-05-28
5116,590.9011111111112,2020-05-28
5120,667.474814814815,2020-05-28
5124,762.3523809523808,2020-05-28
5128,833.1201322751323,2020-05-28
5132,888.9707407407407,2020-05-28
5136,947.0777777777777,2020-05-28
5140,866.447962962963,2020-05-28
5144,769.8833862433862,2020-05-28
5148,761.7869576719577,2020-05-28
5152,774.4855291005291,2020-05-28
5156,765.3759259259258,2020-05-28
5160,753.6563492063492,2020-05-28
5164,744.5979894179895,2020-05-28
5168,764.6122222222223,2020-05-28
5172,765.1866666666667,2020-05-28
5176,775.9716137566137,2020-05-28
5180,779.3587566137566,2020-05-28
5184,767.8848148148148,2020-05-28
5188,767.4392328042328,2020-05-28
5192,765.2063756613758,2020-05-28
5196,760.8038888888889,2020-05-28
5200,108.23407407407407,2020-05-28
5204,342.8829365079365,2020-05-28
5208,615.1297883597883,2020-05-28
5212,622.014074074074,2020-05-28
5216,667.5447354497355,2020-05-28
5220,711.1050488400489,2020-05-28
5224,923.2494973544973,2020-05-28
5228,885.387037037037,2020-05-28
5232,806.2385185185184,2020-05-28
5236,731.7698941798941,2020-05-28
5240,645.663544973545,2020-05-28
5244,558.1984920634919,2020-05-28
5248,475.4267724867725,2020-05-28
5252,349.3318518518518,2020-05-28
5256,320.2929894179895,2020-05-28
5260,256.56776353276354,2020-05-28
5264,195.85042328042326,2020-05-28
5268,138.57148148148147,2020-05-28
5272,92.00777777777778,2020-05-28
5276,55.38193121693122,2020-05-28
5280,24.114788359788363,2020-05-28
5284,1.3162962962962965,2020-05-28
5288,0.0,2020-05-28
5292,0.0,2020-05-28
5296,0.0,2020-05-28
5300,0.0,2020-05-28
5304,0.0,2020-05-28
5308,0.0,2020-05-28
5312,0.0,2020-05-28
5316,0.0,2020-05-28
5320,0.0,2020-05-28
5324,0.0,2020-05-28
5328,0.0,2020-05-28
5332,0.0,2020-05-28
5336,0.0,2020-05-28
5340,0.0,2020-05-28
5344,0.0,2020-05-28
5348,0.0,2020-05-28
5352,0.0,2020-05-28
5356,0.0,2020-05-28
5360,0.0,2020-05-28
5364,0.0,2020-05-28
5368,0.0,2020-05-29
5372,0.0,2020-05-29
5376,0.0,2020-05-29
5380,0.0,2020-05-29
5384,0.0,2020-05-29
5388,0.0,2020-05-29
5392,0.0,2020-05-29
5396,0.0,2020-05-29
5400,0.0,2020-05-29
5404,0.0,2020-05-29
5408,0.0,2020-05-29
5412,0.0,2020-05-29
5416,0.0,2020-05-29
5420,0.0,2020-05-29
5424,0.0,2020-05-29
5428,0.0,2020-05-29
5432,0.0,2020-05-29
5436,0.0,2020-05-29
5440,0.0,2020-05-29
5444,0.0,2020-05-29
5448,0.0,2020-05-29
5452,0.0,2020-05-29
5456,0.0,2020-05-29
5460,0.0,2020-05-29
5464,20.720317460317457,2020-05-29
5468,61.29333333333333,2020-05-29
5472,101.30703703703705,2020-05-29
5476,124.4129365079365,2020-05-29
5480,131.4503703703704,2020-05-29
5484,147.0961904761905,2020-05-29
5488,186.1533333333333,2020-05-29
5492,222.62481481481478,2020-05-29
5496,278.9427248677249,2020-05-29
5500,482.65743386243383,2020-05-29
5504,664.64,2020-05-29
5508,797.6474074074074,2020-05-29
5512,905.1897619047619,2020-05-29
5516,855.5546031746032,2020-05-29
5520,799.9175925925924,2020-05-29
5524,752.6788888888889,2020-05-29
5528,705.3707407407405,2020-05-29
5532,732.5029100529102,2020-05-29
5536,658.7025132275131,2020-05-29
5540,665.4174867724867,2020-05-29
5544,587.9407407407408,2020-05-29
5548,613.7314814814814,2020-05-29
5552,599.5008465608465,2020-05-29
5556,657.998201058201,2020-05-29
5560,607.6749470899472,2020-05-29
5564,649.147037037037,2020-05-29
5568,695.306746031746,2020-05-29
5572,728.6812962962962,2020-05-29
5576,782.1669576719578,2020-05-29
5580,810.6989682539684,2020-05-29
5584,789.936798941799,2020-05-29
5588,797.9754232804232,2020-05-29
5592,839.0647883597884,2020-05-29
5596,798.8283333333333,2020-05-29
5600,787.3478042328043,2020-05-29
5604,742.6903439153439,2020-05-29
5608,734.7139682539681,2020-05-29
5612,818.3108465608465,2020-05-29
5616,810.8979894179895,2020-05-29
5620,768.5379731379732,2020-05-29
5624,646.5528925619835,2020-05-29
5628,578.4021212121213,2020-05-29
5632,504.1873160173161,2020-05-29
5636,403.7823809523809,2020-05-29
5640,318.3957575757576,2020-05-29
5644,232.89272727272729,2020-05-29
5648,154.90030303030306,2020-05-29
5652,91.09597402597402,2020-05-29
5656,35.39471861471861,2020-05-29
5660,15.371926406926406,2020-05-29
5664,0.0,2020-05-29
5668,0.0,2020-05-29
5672,0.0,2020-05-29
5676,0.0,2020-05-29
5680,0.0,2020-05-29
5684,0.0,2020-05-29
5688,0.0,2020-05-29
5692,0.0,2020-05-29
5696,0.0,2020-05-29
5700,0.0,2020-05-29
5704,0.0,2020-05-29
5708,0.0,2020-05-29
5712,0.0,2020-05-29
5716,0.0,2020-05-29
5720,0.0,2020-05-29
5724,0.0,2020-05-29
5728,0.0,2020-05-29
5732,0.0,2020-05-29
5736,0.0,2020-05-29
5740,0.0,2020-05-29
5744,0.0,2020-05-29
5748,0.0,2020-05-30
5752,0.0,2020-05-30
5756,0.0,2020-05-30
5760,0.0,2020-05-30
5764,0.0,2020-05-30
5768,0.0,2020-05-30
5772,0.0,2020-05-30
5776,0.0,2020-05-30
5780,0.0,2020-05-30
5784,0.0,2020-05-30
5788,0.0,2020-05-30
5792,0.0,2020-05-30
5796,0.0,2020-05-30
5800,0.0,2020-05-30
5804,0.0,2020-05-30
5808,0.0,2020-05-30
5812,0.0,2020-05-30
5816,0.0,2020-05-30
5820,0.0,2020-05-30
5824,0.0,2020-05-30
5828,0.0,2020-05-30
5832,0.0,2020-05-30
5836,0.0,2020-05-30
5840,0.0,2020-05-30
5844,6.39939393939394,2020-05-30
5848,20.111277056277057,2020-05-30
5852,25.488593073593073,2020-05-30
5856,52.13902597402596,2020-05-30
5860,140.0714935064935,2020-05-30
5864,156.84666666666666,2020-05-30
5868,146.23231601731598,2020-05-30
5872,204.41415584415589,2020-05-30
5876,347.0373376623376,2020-05-30
5880,290.31976190476195,2020-05-30
5884,218.3142424242424,2020-05-30
5888,321.75547619047626,2020-05-30
5892,462.8401515151514,2020-05-30
5896,454.61138528138525,2020-05-30
5900,549.5398701298702,2020-05-30
5904,792.919090909091,2020-05-30
5908,765.7218398268398,2020-05-30
5912,661.3458441558441,2020-05-30
5916,950.7406493506495,2020-05-30
5920,894.3788095238094,2020-05-30
5924,684.0777922077923,2020-05-30
5928,949.1530086580086,2020-05-30
5932,883.580909090909,2020-05-30
5936,837.4462987012986,2020-05-30
5940,645.6437012987012,2020-05-30
5944,872.3706926406926,2020-05-30
5948,906.0199783549782,2020-05-30
5952,799.3375757575758,2020-05-30
5956,865.8259956709957,2020-05-30
5960,944.177922077922,2020-05-30
5964,864.2823593073593,2020-05-30
5968,871.5556709956709,2020-05-30
5972,882.0757575757575,2020-05-30
5976,906.481774891775,2020-05-30
5980,912.9272727272727,2020-05-30
5984,888.0291341991343,2020-05-30
5988,931.8088095238094,2020-05-30
5992,867.4124025974027,2020-05-30
5996,795.4070995670997,2020-05-30
6000,754.580909090909,2020-05-30
6004,678.6749783549784,2020-05-30
6008,600.663658008658,2020-05-30
6012,529.2235064935065,2020-05-30
6016,458.3580086580086,2020-05-30
6020,373.30523809523805,2020-05-30
6024,295.59030303030295,2020-05-30
6028,219.23038961038958,2020-05-30
6032,136.70497835497835,2020-05-30
6036,67.65883116883118,2020-05-30
6040,36.900303030303036,2020-05-30
6044,13.476666666666667,2020-05-30
6048,0.0,2020-05-30
6052,0.0,2020-05-30
6056,0.0,2020-05-30
6060,0.0,2020-05-30
6064,0.0,2020-05-30
6068,0.0,2020-05-30
6072,0.0,2020-05-30
6076,0.0,2020-05-30
6080,0.0,2020-05-30
6084,0.0,2020-05-30
6088,0.0,2020-05-30
6092,0.0,2020-05-30
6096,0.0,2020-05-30
6100,0.0,2020-05-30
6104,0.0,2020-05-30
6108,0.0,2020-05-30
6112,0.0,2020-05-30
6116,0.0,2020-05-30
6120,0.0,2020-05-30
6124,0.0,2020-05-30
6128,0.0,2020-05-30
6132,0.0,2020-05-31
6136,0.0,2020-05-31
6140,0.0,2020-05-31
6144,0.0,2020-05-31
6148,0.0,2020-05-31
6152,0.0,2020-05-31
6156,0.0,2020-05-31
6160,0.0,2020-05-31
6164,0.0,2020-05-31
6168,0.0,2020-05-31
6172,0.0,2020-05-31
6176,0.0,2020-05-31
6180,0.0,2020-05-31
6184,0.0,2020-05-31
6188,0.0,2020-05-31
6192,0.0,2020-05-31
6196,0.0,2020-05-31
6200,0.0,2020-05-31
6204,0.0,2020-05-31
6208,0.0,2020-05-31
6212,0.0,2020-05-31
6216,0.0,2020-05-31
6220,0.0,2020-05-31
6224,0.0,2020-05-31
6228,18.148939393939393,2020-05-31
6232,55.279458874458875,2020-05-31
6236,99.7427489177489,2020-05-31
6240,132.13363636363636,2020-05-31
6244,132.21824675324677,2020-05-31
6248,120.37281385281389,2020-05-31
6252,131.88807359307359,2020-05-31
6256,167.8474025974026,2020-05-31
6260,262.9907359307359,2020-05-31
6264,434.42454545454535,2020-05-31
6268,488.0902813852814,2020-05-31
6272,404.0559523809524,2020-05-31
6276,401.7748917748917,2020-05-31
6280,593.8804112554112,2020-05-31
6284,933.927510822511,2020-05-31
6288,775.1935714285712,2020-05-31
6292,680.8677705627705,2020-05-31
6296,785.1587662337662,2020-05-31
6300,886.0304761904761,2020-05-31
6304,1010.2890909090906,2020-05-31
6308,672.9796536796538,2020-05-31
6312,881.710606060606,2020-05-31
6316,948.1184632034633,2020-05-31
6320,700.4526839826839,2020-05-31
6324,1061.3691774891777,2020-05-31
6328,1086.0862121212122,2020-05-31
6332,502.29,2020-05-31
6336,1128.928593073593,2020-05-31
6340,1035.630735930736,2020-05-31
6344,1184.4246753246755,2020-05-31
6348,1052.6218614718616,2020-05-31
6352,1128.4033549783553,2020-05-31
6356,1146.3409307359304,2020-05-31
6360,775.7327272727271,2020-05-31
6364,401.344632034632,2020-05-31
6368,404.8510822510822,2020-05-31
6372,605.6204112554113,2020-05-31
6376,419.4948484848485,2020-05-31
6380,268.5960606060606,2020-05-31
6384,269.46911255411254,2020-05-31
6388,218.5782034632034,2020-05-31
6392,207.89709956709956,2020-05-31
6396,181.5984848484848,2020-05-31
6400,134.15969696969697,2020-05-31
6404,93.61207792207792,2020-05-31
6408,56.579220779220776,2020-05-31
6412,81.71584415584417,2020-05-31
6416,71.16727272727275,2020-05-31
6420,50.041515151515156,2020-05-31
6424,25.897727272727277,2020-05-31
6428,1.2283116883116885,2020-05-31
6432,0.0,2020-05-31
6436,0.0,2020-05-31
6440,0.0,2020-05-31
6444,0.0,2020-05-31
6448,0.0,2020-05-31
6452,0.0,2020-05-31
6456,0.0,2020-05-31
6460,0.0,2020-05-31
6464,0.0,2020-05-31
6468,0.0,2020-05-31
6472,0.0,2020-05-31
6476,0.0,2020-05-31
6480,0.0,2020-05-31
6484,0.0,2020-05-31
6488,0.0,2020-05-31
6492,0.0,2020-05-31
6496,0.0,2020-05-31
6500,0.0,2020-05-31
6504,0.0,2020-05-31
6508,0.0,2020-05-31
6512,0.0,2020-05-31
6516,0.0,2020-06-01
6520,0.0,2020-06-01
6524,0.0,2020-06-01
6528,0.0,2020-06-01
6532,0.0,2020-06-01
6536,0.0,2020-06-01
6540,0.0,2020-06-01
6544,0.0,2020-06-01
6548,0.0,2020-06-01
6552,0.0,2020-06-01
6556,0.0,2020-06-01
6560,0.0,2020-06-01
6564,0.0,2020-06-01
6568,0.0,2020-06-01
6572,0.0,2020-06-01
6576,0.0,2020-06-01
6580,0.0,2020-06-01
6584,0.0,2020-06-01
6588,0.0,2020-06-01
6592,0.0,2020-06-01
6596,0.0,2020-06-01
6600,0.0,2020-06-01
6604,0.0,2020-06-01
6608,0.0,2020-06-01
6612,4.706558441558442,2020-06-01
6616,30.85848484848485,2020-06-01
6620,71.17497835497835,2020-06-01
